time_utc,var,name,value
2019-01-16T10:24:05Z,air_humidity_percent,SHT25-Top,31.0
2019-01-16T10:24:05Z,air_temperature_celcius,SHT25-Top,25.0
2019-01-16T10:24:07Z,air_carbon_dioxide_ppm,T6713-Top,506.0
2019-01-16T10:29:08Z,air_temperature_celcius,SHT25-Top,25.0
2019-01-16T10:29:09Z,air_humidity_percent,SHT25-Top,30.0
2019-01-16T10:29:10Z,air_carbon_dioxide_ppm,T6713-Top,443.0
2019-01-16T10:34:07Z,air_carbon_dioxide_ppm,T6713-Top,435.0
2019-01-16T10:34:10Z,air_temperature_celcius,SHT25-Top,25.0
2019-01-16T10:34:10Z,air_humidity_percent,SHT25-Top,29.0
2019-01-16T10:39:08Z,air_humidity_percent,SHT25-Top,30.0
2019-01-16T10:39:11Z,air_temperature_celcius,SHT25-Top,25.0
2019-01-16T10:39:13Z,air_carbon_dioxide_ppm,T6713-Top,530.0
2019-01-16T10:44:08Z,air_temperature_celcius,SHT25-Top,25.0
2019-01-16T10:44:10Z,air_humidity_percent,SHT25-Top,28.0
2019-01-16T10:44:12Z,air_carbon_dioxide_ppm,T6713-Top,452.0
2019-01-16T10:49:13Z,air_carbon_dioxide_ppm,T6713-Top,440.0
2019-01-16T10:49:14Z,air_temperature_celcius,SHT25-Top,26.0
2019-01-16T10:49:17Z,air_humidity_percent,SHT25-Top,27.0
2019-01-16T10:54:09Z,air_carbon_dioxide_ppm,T6713-Top,478.0
2019-01-16T10:54:11Z,air_humidity_percent,SHT25-Top,26.0
2019-01-16T10:54:21Z,air_temperature_celcius,SHT25-Top,27.0
2019-01-16T10:59:14Z,air_temperature_celcius,SHT25-Top,27.0
2019-01-16T10:59:15Z,air_humidity_percent,SHT25-Top,25.0
2019-01-16T10:59:18Z,air_carbon_dioxide_ppm,T6713-Top,462.0
2019-01-16T11:04:11Z,air_temperature_celcius,SHT25-Top,28.0
2019-01-16T11:04:14Z,air_carbon_dioxide_ppm,T6713-Top,474.0
2019-01-16T11:04:17Z,air_humidity_percent,SHT25-Top,20.0
2019-01-16T11:09:09Z,air_carbon_dioxide_ppm,T6713-Top,525.0
2019-01-16T11:09:11Z,air_humidity_percent,SHT25-Top,18.0
2019-01-16T11:09:12Z,air_temperature_celcius,SHT25-Top,28.0
2019-01-16T11:14:14Z,air_carbon_dioxide_ppm,T6713-Top,485.0
2019-01-16T11:14:19Z,air_humidity_percent,SHT25-Top,17.0
2019-01-16T11:14:21Z,air_temperature_celcius,SHT25-Top,28.0
2019-01-16T11:19:19Z,air_temperature_celcius,SHT25-Top,28.0
2019-01-16T11:19:21Z,air_humidity_percent,SHT25-Top,15.0
2019-01-16T11:19:21Z,air_carbon_dioxide_ppm,T6713-Top,444.0
2019-01-16T11:24:15Z,air_humidity_percent,SHT25-Top,15.0
2019-01-16T11:24:18Z,air_carbon_dioxide_ppm,T6713-Top,440.0
2019-01-16T11:24:20Z,air_temperature_celcius,SHT25-Top,28.0
2019-01-16T11:29:15Z,air_humidity_percent,SHT25-Top,15.0
2019-01-16T11:29:16Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T11:29:18Z,air_carbon_dioxide_ppm,T6713-Top,439.0
2019-01-16T11:34:12Z,air_carbon_dioxide_ppm,T6713-Top,478.0
2019-01-16T11:34:15Z,air_humidity_percent,SHT25-Top,15.0
2019-01-16T11:34:16Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T11:39:15Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T11:39:20Z,air_humidity_percent,SHT25-Top,14.0
2019-01-16T11:39:23Z,air_carbon_dioxide_ppm,T6713-Top,461.0
2019-01-16T11:44:18Z,air_humidity_percent,SHT25-Top,14.0
2019-01-16T11:44:19Z,air_carbon_dioxide_ppm,T6713-Top,503.0
2019-01-16T11:44:19Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T11:49:12Z,air_humidity_percent,SHT25-Top,14.0
2019-01-16T11:49:14Z,air_carbon_dioxide_ppm,T6713-Top,452.0
2019-01-16T11:49:16Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T11:54:15Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T11:54:17Z,air_carbon_dioxide_ppm,T6713-Top,408.0
2019-01-16T11:54:18Z,air_humidity_percent,SHT25-Top,14.0
2019-01-16T11:59:13Z,air_humidity_percent,SHT25-Top,13.0
2019-01-16T11:59:18Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T11:59:19Z,air_carbon_dioxide_ppm,T6713-Top,415.0
2019-01-16T12:04:16Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T12:04:20Z,air_carbon_dioxide_ppm,T6713-Top,410.0
2019-01-16T12:04:23Z,air_humidity_percent,SHT25-Top,13.0
2019-01-16T12:09:14Z,air_humidity_percent,SHT25-Top,13.0
2019-01-16T12:09:15Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T12:09:21Z,air_carbon_dioxide_ppm,T6713-Top,415.0
2019-01-16T12:14:17Z,air_carbon_dioxide_ppm,T6713-Top,455.0
2019-01-16T12:14:18Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T12:14:23Z,air_humidity_percent,SHT25-Top,13.0
2019-01-16T12:19:17Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T12:19:24Z,air_humidity_percent,SHT25-Top,13.0
2019-01-16T12:19:24Z,air_carbon_dioxide_ppm,T6713-Top,416.0
2019-01-16T12:24:21Z,air_humidity_percent,SHT25-Top,13.0
2019-01-16T12:24:23Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T12:24:26Z,air_carbon_dioxide_ppm,T6713-Top,408.0
2019-01-16T12:29:23Z,air_carbon_dioxide_ppm,T6713-Top,454.0
2019-01-16T12:29:27Z,air_humidity_percent,SHT25-Top,13.0
2019-01-16T12:29:29Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T12:34:21Z,air_carbon_dioxide_ppm,T6713-Top,401.0
2019-01-16T12:34:25Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T12:34:26Z,air_humidity_percent,SHT25-Top,13.0
2019-01-16T12:39:19Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T12:39:20Z,air_humidity_percent,SHT25-Top,13.0
2019-01-16T12:39:22Z,air_carbon_dioxide_ppm,T6713-Top,401.0
2019-01-16T12:44:21Z,air_humidity_percent,SHT25-Top,13.0
2019-01-16T12:44:24Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T12:44:31Z,air_carbon_dioxide_ppm,T6713-Top,451.0
2019-01-16T12:49:22Z,air_carbon_dioxide_ppm,T6713-Top,414.0
2019-01-16T12:49:27Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T12:49:28Z,air_humidity_percent,SHT25-Top,13.0
2019-01-16T12:54:21Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T12:54:23Z,air_carbon_dioxide_ppm,T6713-Top,406.0
2019-01-16T12:54:25Z,air_humidity_percent,SHT25-Top,13.0
2019-01-16T12:59:24Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T12:59:31Z,air_carbon_dioxide_ppm,T6713-Top,411.0
2019-01-16T12:59:33Z,air_humidity_percent,SHT25-Top,13.0
2019-01-16T13:04:23Z,air_humidity_percent,SHT25-Top,13.0
2019-01-16T13:04:27Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T13:04:29Z,air_carbon_dioxide_ppm,T6713-Top,400.0
2019-01-16T13:09:22Z,air_humidity_percent,SHT25-Top,13.0
2019-01-16T13:09:27Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T13:09:31Z,air_carbon_dioxide_ppm,T6713-Top,398.0
2019-01-16T13:14:22Z,air_humidity_percent,SHT25-Top,13.0
2019-01-16T13:14:31Z,air_carbon_dioxide_ppm,T6713-Top,404.0
2019-01-16T13:14:33Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T13:19:24Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T13:19:30Z,air_carbon_dioxide_ppm,T6713-Top,430.0
2019-01-16T13:19:32Z,air_humidity_percent,SHT25-Top,13.0
2019-01-16T13:24:25Z,air_carbon_dioxide_ppm,T6713-Top,406.0
2019-01-16T13:24:28Z,air_humidity_percent,SHT25-Top,13.0
2019-01-16T13:24:51Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T13:29:28Z,air_carbon_dioxide_ppm,T6713-Top,420.0
2019-01-16T13:29:29Z,air_humidity_percent,SHT25-Top,13.0
2019-01-16T13:29:31Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T13:34:28Z,air_humidity_percent,SHT25-Top,13.0
2019-01-16T13:34:30Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T13:34:35Z,air_carbon_dioxide_ppm,T6713-Top,420.0
2019-01-16T13:39:27Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T13:39:32Z,air_humidity_percent,SHT25-Top,13.0
2019-01-16T13:39:35Z,air_carbon_dioxide_ppm,T6713-Top,415.0
2019-01-16T13:44:29Z,air_humidity_percent,SHT25-Top,13.0
2019-01-16T13:44:33Z,air_carbon_dioxide_ppm,T6713-Top,410.0
2019-01-16T13:44:34Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T13:49:37Z,air_humidity_percent,SHT25-Top,13.0
2019-01-16T13:49:42Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T13:49:43Z,air_carbon_dioxide_ppm,T6713-Top,417.0
2019-01-16T13:54:30Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T13:54:37Z,air_humidity_percent,SHT25-Top,13.0
2019-01-16T13:54:38Z,air_carbon_dioxide_ppm,T6713-Top,411.0
2019-01-16T13:59:29Z,air_humidity_percent,SHT25-Top,13.0
2019-01-16T13:59:33Z,air_carbon_dioxide_ppm,T6713-Top,425.0
2019-01-16T13:59:36Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T14:04:28Z,air_carbon_dioxide_ppm,T6713-Top,426.0
2019-01-16T14:04:34Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T14:04:35Z,air_humidity_percent,SHT25-Top,13.0
2019-01-16T14:09:28Z,air_humidity_percent,SHT25-Top,13.0
2019-01-16T14:09:29Z,air_temperature_celcius,SHT25-Top,30.0
2019-01-16T14:09:30Z,air_carbon_dioxide_ppm,T6713-Top,425.0
2019-01-16T14:14:31Z,air_temperature_celcius,SHT25-Top,30.0
2019-01-16T14:14:33Z,air_humidity_percent,SHT25-Top,13.0
2019-01-16T14:14:38Z,air_carbon_dioxide_ppm,T6713-Top,460.0
2019-01-16T14:19:28Z,air_temperature_celcius,SHT25-Top,30.0
