time_utc,var,name,value
2019-01-16T10:24:02Z,air_temperature_celcius,SHT25-Top,24.0
2019-01-16T10:24:03Z,air_humidity_percent,SHT25-Top,32.0
2019-01-16T10:24:05Z,air_carbon_dioxide_ppm,T6713-Top,434.0
2019-01-16T10:29:02Z,air_humidity_percent,SHT25-Top,31.0
2019-01-16T10:29:03Z,air_temperature_celcius,SHT25-Top,24.0
2019-01-16T10:29:05Z,air_carbon_dioxide_ppm,T6713-Top,417.0
2019-01-16T10:34:04Z,air_temperature_celcius,SHT25-Top,24.0
2019-01-16T10:34:05Z,air_carbon_dioxide_ppm,T6713-Top,407.0
2019-01-16T10:34:09Z,air_humidity_percent,SHT25-Top,30.0
2019-01-16T10:39:07Z,air_carbon_dioxide_ppm,T6713-Top,423.0
2019-01-16T10:39:10Z,air_temperature_celcius,SHT25-Top,24.0
2019-01-16T10:39:18Z,air_humidity_percent,SHT25-Top,31.0
2019-01-16T10:44:03Z,air_temperature_celcius,SHT25-Top,24.0
2019-01-16T10:44:06Z,air_carbon_dioxide_ppm,T6713-Top,425.0
2019-01-16T10:44:13Z,air_humidity_percent,SHT25-Top,30.0
2019-01-16T10:49:10Z,air_humidity_percent,SHT25-Top,29.0
2019-01-16T10:49:11Z,air_temperature_celcius,SHT25-Top,25.0
2019-01-16T10:49:14Z,air_carbon_dioxide_ppm,T6713-Top,411.0
2019-01-16T10:54:19Z,air_humidity_percent,SHT25-Top,28.0
2019-01-16T10:54:22Z,air_carbon_dioxide_ppm,T6713-Top,428.0
2019-01-16T10:54:23Z,air_temperature_celcius,SHT25-Top,26.0
2019-01-16T10:59:05Z,air_humidity_percent,SHT25-Top,26.0
2019-01-16T10:59:07Z,air_temperature_celcius,SHT25-Top,27.0
2019-01-16T10:59:13Z,air_carbon_dioxide_ppm,T6713-Top,416.0
2019-01-16T11:04:07Z,air_temperature_celcius,SHT25-Top,27.0
2019-01-16T11:04:11Z,air_carbon_dioxide_ppm,T6713-Top,405.0
