time_utc,var,name,value
2019-01-16T10:28:26Z,air_humidity_percent,SHT25-Top,24.0
2019-01-16T10:28:29Z,air_carbon_dioxide_ppm,T6713-Top,454.0
2019-01-16T10:28:29Z,air_temperature_celcius,SHT25-Top,26.0
2019-01-16T10:33:26Z,air_temperature_celcius,SHT25-Top,25.0
2019-01-16T10:33:27Z,air_carbon_dioxide_ppm,T6713-Top,393.0
2019-01-16T10:33:28Z,air_humidity_percent,SHT25-Top,23.0
2019-01-16T10:38:29Z,air_carbon_dioxide_ppm,T6713-Top,474.0
2019-01-16T10:38:30Z,air_temperature_celcius,SHT25-Top,26.0
2019-01-16T10:38:33Z,air_humidity_percent,SHT25-Top,25.0
2019-01-16T10:43:27Z,air_humidity_percent,SHT25-Top,23.0
2019-01-16T10:43:28Z,air_carbon_dioxide_ppm,T6713-Top,394.0
2019-01-16T10:43:31Z,air_temperature_celcius,SHT25-Top,26.0
2019-01-16T10:48:28Z,air_carbon_dioxide_ppm,T6713-Top,400.0
2019-01-16T10:48:30Z,air_humidity_percent,SHT25-Top,23.0
2019-01-16T10:48:31Z,air_temperature_celcius,SHT25-Top,26.0
2019-01-16T10:53:29Z,air_carbon_dioxide_ppm,T6713-Top,420.0
2019-01-16T10:53:29Z,air_temperature_celcius,SHT25-Top,27.0
2019-01-16T10:53:33Z,air_humidity_percent,SHT25-Top,23.0
2019-01-16T10:58:29Z,air_temperature_celcius,SHT25-Top,27.0
2019-01-16T10:58:30Z,air_humidity_percent,SHT25-Top,21.0
2019-01-16T10:58:31Z,air_carbon_dioxide_ppm,T6713-Top,437.0
2019-01-16T11:03:31Z,air_carbon_dioxide_ppm,T6713-Top,430.0
2019-01-16T11:03:34Z,air_humidity_percent,SHT25-Top,21.0
2019-01-16T11:03:34Z,air_temperature_celcius,SHT25-Top,27.0
2019-01-16T11:08:32Z,air_humidity_percent,SHT25-Top,22.0
2019-01-16T11:08:32Z,air_temperature_celcius,SHT25-Top,27.0
2019-01-16T11:08:34Z,air_carbon_dioxide_ppm,T6713-Top,489.0
2019-01-16T11:13:32Z,air_carbon_dioxide_ppm,T6713-Top,461.0
2019-01-16T11:13:32Z,air_temperature_celcius,SHT25-Top,27.0
2019-01-16T11:13:35Z,air_humidity_percent,SHT25-Top,21.0
2019-01-16T11:18:32Z,air_temperature_celcius,SHT25-Top,28.0
2019-01-16T11:18:34Z,air_humidity_percent,SHT25-Top,18.0
2019-01-16T11:18:37Z,air_carbon_dioxide_ppm,T6713-Top,455.0
2019-01-16T11:23:32Z,air_temperature_celcius,SHT25-Top,28.0
2019-01-16T11:23:33Z,air_carbon_dioxide_ppm,T6713-Top,441.0
2019-01-16T11:23:34Z,air_humidity_percent,SHT25-Top,17.0
2019-01-16T11:28:33Z,air_carbon_dioxide_ppm,T6713-Top,441.0
2019-01-16T11:28:36Z,air_humidity_percent,SHT25-Top,17.0
2019-01-16T11:28:36Z,air_temperature_celcius,SHT25-Top,28.0
2019-01-16T11:33:33Z,air_humidity_percent,SHT25-Top,17.0
2019-01-16T11:33:35Z,air_carbon_dioxide_ppm,T6713-Top,431.0
2019-01-16T11:33:36Z,air_temperature_celcius,SHT25-Top,28.0
2019-01-16T11:38:34Z,air_humidity_percent,SHT25-Top,17.0
2019-01-16T11:38:36Z,air_carbon_dioxide_ppm,T6713-Top,469.0
2019-01-16T11:38:37Z,air_temperature_celcius,SHT25-Top,28.0
2019-01-16T11:43:34Z,air_humidity_percent,SHT25-Top,17.0
2019-01-16T11:43:35Z,air_carbon_dioxide_ppm,T6713-Top,538.0
2019-01-16T11:43:36Z,air_temperature_celcius,SHT25-Top,28.0
2019-01-16T11:48:37Z,air_temperature_celcius,SHT25-Top,28.0
2019-01-16T11:48:39Z,air_humidity_percent,SHT25-Top,17.0
2019-01-16T11:48:40Z,air_carbon_dioxide_ppm,T6713-Top,413.0
2019-01-16T11:53:36Z,air_temperature_celcius,SHT25-Top,28.0
2019-01-16T11:53:37Z,air_humidity_percent,SHT25-Top,17.0
2019-01-16T11:53:38Z,air_carbon_dioxide_ppm,T6713-Top,392.0
2019-01-16T11:58:35Z,air_temperature_celcius,SHT25-Top,28.0
2019-01-16T11:58:36Z,air_carbon_dioxide_ppm,T6713-Top,407.0
2019-01-16T11:58:39Z,air_humidity_percent,SHT25-Top,17.0
2019-01-16T12:03:39Z,air_humidity_percent,SHT25-Top,16.0
2019-01-16T12:03:40Z,air_carbon_dioxide_ppm,T6713-Top,403.0
2019-01-16T12:03:40Z,air_temperature_celcius,SHT25-Top,28.0
2019-01-16T12:08:38Z,air_humidity_percent,SHT25-Top,17.0
2019-01-16T12:08:38Z,air_temperature_celcius,SHT25-Top,28.0
2019-01-16T12:08:39Z,air_carbon_dioxide_ppm,T6713-Top,400.0
2019-01-16T12:13:37Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T12:13:39Z,air_humidity_percent,SHT25-Top,17.0
2019-01-16T12:13:39Z,air_carbon_dioxide_ppm,T6713-Top,410.0
2019-01-16T12:18:37Z,air_humidity_percent,SHT25-Top,16.0
2019-01-16T12:18:38Z,air_carbon_dioxide_ppm,T6713-Top,397.0
2019-01-16T12:18:39Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T12:23:39Z,air_carbon_dioxide_ppm,T6713-Top,397.0
2019-01-16T12:23:40Z,air_humidity_percent,SHT25-Top,17.0
2019-01-16T12:23:41Z,air_temperature_celcius,SHT25-Top,28.0
2019-01-16T12:28:38Z,air_temperature_celcius,SHT25-Top,28.0
2019-01-16T12:28:39Z,air_carbon_dioxide_ppm,T6713-Top,390.0
2019-01-16T12:28:40Z,air_humidity_percent,SHT25-Top,17.0
2019-01-16T12:33:39Z,air_carbon_dioxide_ppm,T6713-Top,388.0
