time_utc,var,name,value
2019-01-16T10:24:00Z,air_carbon_dioxide_ppm,T6713-Top,137.0
2019-01-16T10:24:06Z,air_temperature_celcius,SHT25-Top,23.0
2019-01-16T10:24:08Z,air_humidity_percent,SHT25-Top,27.0
2019-01-16T10:29:06Z,air_humidity_percent,SHT25-Top,27.0
2019-01-16T10:29:08Z,air_temperature_celcius,SHT25-Top,23.0
2019-01-16T10:29:11Z,air_carbon_dioxide_ppm,T6713-Top,125.0
2019-01-16T10:34:03Z,air_humidity_percent,SHT25-Top,26.0
2019-01-16T10:34:06Z,air_temperature_celcius,SHT25-Top,23.0
2019-01-16T10:34:11Z,air_carbon_dioxide_ppm,T6713-Top,130.0
2019-01-16T10:39:03Z,air_carbon_dioxide_ppm,T6713-Top,133.0
2019-01-16T10:39:04Z,air_temperature_celcius,SHT25-Top,23.0
2019-01-16T10:39:07Z,air_humidity_percent,SHT25-Top,26.0
2019-01-16T10:44:05Z,air_humidity_percent,SHT25-Top,25.0
2019-01-16T10:44:08Z,air_carbon_dioxide_ppm,T6713-Top,137.0
2019-01-16T10:44:12Z,air_temperature_celcius,SHT25-Top,23.0
2019-01-16T10:49:05Z,air_humidity_percent,SHT25-Top,25.0
2019-01-16T10:49:09Z,air_temperature_celcius,SHT25-Top,23.0
2019-01-16T10:49:14Z,air_carbon_dioxide_ppm,T6713-Top,131.0
2019-01-16T10:54:11Z,air_carbon_dioxide_ppm,T6713-Top,141.0
2019-01-16T10:54:13Z,air_humidity_percent,SHT25-Top,24.0
2019-01-16T10:54:14Z,air_temperature_celcius,SHT25-Top,24.0
2019-01-16T10:59:08Z,air_humidity_percent,SHT25-Top,23.0
2019-01-16T10:59:14Z,air_temperature_celcius,SHT25-Top,24.0
2019-01-16T10:59:15Z,air_carbon_dioxide_ppm,T6713-Top,149.0
2019-01-16T11:04:08Z,air_temperature_celcius,SHT25-Top,25.0
2019-01-16T11:04:09Z,air_humidity_percent,SHT25-Top,17.0
2019-01-16T11:04:16Z,air_carbon_dioxide_ppm,T6713-Top,145.0
2019-01-16T11:09:13Z,air_carbon_dioxide_ppm,T6713-Top,138.0
2019-01-16T11:09:14Z,air_temperature_celcius,SHT25-Top,26.0
2019-01-16T11:09:16Z,air_humidity_percent,SHT25-Top,17.0
