time_utc,var,name,value
2019-01-16T10:28:11Z,air_humidity_percent,SHT25-Top,37.0
2019-01-16T10:28:12Z,air_carbon_dioxide_ppm,T6713-Top,346.0
2019-01-16T10:28:13Z,air_temperature_celcius,SHT25-Top,26.0
2019-01-16T10:33:12Z,air_humidity_percent,SHT25-Top,36.0
2019-01-16T10:33:12Z,air_temperature_celcius,SHT25-Top,26.0
2019-01-16T10:33:14Z,air_carbon_dioxide_ppm,T6713-Top,379.0
2019-01-16T10:38:10Z,air_temperature_celcius,SHT25-Top,26.0
2019-01-16T10:38:12Z,air_carbon_dioxide_ppm,T6713-Top,356.0
2019-01-16T10:38:13Z,air_humidity_percent,SHT25-Top,35.0
2019-01-16T10:43:11Z,air_humidity_percent,SHT25-Top,34.0
2019-01-16T10:43:12Z,air_carbon_dioxide_ppm,T6713-Top,317.0
2019-01-16T10:43:15Z,air_temperature_celcius,SHT25-Top,26.0
2019-01-16T10:48:12Z,air_temperature_celcius,SHT25-Top,27.0
2019-01-16T10:48:13Z,air_humidity_percent,SHT25-Top,33.0
2019-01-16T10:48:14Z,air_carbon_dioxide_ppm,T6713-Top,345.0
2019-01-16T10:53:13Z,air_carbon_dioxide_ppm,T6713-Top,320.0
2019-01-16T10:53:14Z,air_temperature_celcius,SHT25-Top,27.0
2019-01-16T10:53:16Z,air_humidity_percent,SHT25-Top,33.0
2019-01-16T10:58:13Z,air_humidity_percent,SHT25-Top,31.0
2019-01-16T10:58:15Z,air_temperature_celcius,SHT25-Top,28.0
2019-01-16T10:58:16Z,air_carbon_dioxide_ppm,T6713-Top,352.0
2019-01-16T11:03:13Z,air_temperature_celcius,SHT25-Top,28.0
2019-01-16T11:03:13Z,air_humidity_percent,SHT25-Top,30.0
2019-01-16T11:03:17Z,air_carbon_dioxide_ppm,T6713-Top,372.0
2019-01-16T11:08:14Z,air_carbon_dioxide_ppm,T6713-Top,561.0
2019-01-16T11:08:16Z,air_humidity_percent,SHT25-Top,32.0
2019-01-16T11:08:17Z,air_temperature_celcius,SHT25-Top,28.0
2019-01-16T11:13:17Z,air_carbon_dioxide_ppm,T6713-Top,380.0
2019-01-16T11:13:19Z,air_humidity_percent,SHT25-Top,29.0
2019-01-16T11:13:20Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T11:18:18Z,air_humidity_percent,SHT25-Top,27.0
2019-01-16T11:18:18Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T11:18:19Z,air_carbon_dioxide_ppm,T6713-Top,378.0
2019-01-16T11:23:16Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T11:23:17Z,air_carbon_dioxide_ppm,T6713-Top,401.0
2019-01-16T11:23:19Z,air_humidity_percent,SHT25-Top,19.0
2019-01-16T11:28:18Z,air_carbon_dioxide_ppm,T6713-Top,356.0
2019-01-16T11:28:19Z,air_humidity_percent,SHT25-Top,17.0
2019-01-16T11:28:20Z,air_temperature_celcius,SHT25-Top,29.0
