time_utc,var,name,value
2019-01-16T10:34:06Z,air_temperature_celcius,SHT25-Top,27.0
2019-01-16T10:34:07Z,air_carbon_dioxide_ppm,T6713-Top,504.0
2019-01-16T10:34:10Z,air_humidity_percent,SHT25-Top,20.0
2019-01-16T10:39:02Z,air_temperature_celcius,SHT25-Top,27.0
2019-01-16T10:39:07Z,air_carbon_dioxide_ppm,T6713-Top,556.0
2019-01-16T10:39:13Z,air_humidity_percent,SHT25-Top,19.0
2019-01-16T10:44:04Z,air_temperature_celcius,SHT25-Top,27.0
2019-01-16T10:44:05Z,air_humidity_percent,SHT25-Top,19.0
2019-01-16T10:44:15Z,air_carbon_dioxide_ppm,T6713-Top,516.0
2019-01-16T10:49:05Z,air_humidity_percent,SHT25-Top,18.0
2019-01-16T10:49:08Z,air_carbon_dioxide_ppm,T6713-Top,513.0
2019-01-16T10:49:08Z,air_temperature_celcius,SHT25-Top,27.0
2019-01-16T10:54:08Z,air_temperature_celcius,SHT25-Top,28.0
2019-01-16T10:54:09Z,air_humidity_percent,SHT25-Top,18.0
2019-01-16T10:54:09Z,air_carbon_dioxide_ppm,T6713-Top,513.0
2019-01-16T10:59:05Z,air_temperature_celcius,SHT25-Top,28.0
2019-01-16T10:59:14Z,air_carbon_dioxide_ppm,T6713-Top,515.0
2019-01-16T10:59:16Z,air_humidity_percent,SHT25-Top,17.0
2019-01-16T11:04:08Z,air_carbon_dioxide_ppm,T6713-Top,511.0
2019-01-16T11:04:12Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T11:04:14Z,air_humidity_percent,SHT25-Top,17.0
2019-01-16T11:09:05Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T11:09:07Z,air_carbon_dioxide_ppm,T6713-Top,525.0
2019-01-16T11:09:11Z,air_humidity_percent,SHT25-Top,17.0
2019-01-16T11:14:09Z,air_humidity_percent,SHT25-Top,16.0
2019-01-16T11:14:19Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T11:14:20Z,air_carbon_dioxide_ppm,T6713-Top,512.0
2019-01-16T11:19:09Z,air_humidity_percent,SHT25-Top,17.0
2019-01-16T11:19:10Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T11:19:14Z,air_carbon_dioxide_ppm,T6713-Top,496.0
2019-01-16T11:24:08Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T11:24:11Z,air_carbon_dioxide_ppm,T6713-Top,504.0
2019-01-16T11:24:12Z,air_humidity_percent,SHT25-Top,15.0
2019-01-16T11:29:07Z,air_humidity_percent,SHT25-Top,13.0
2019-01-16T11:29:12Z,air_carbon_dioxide_ppm,T6713-Top,531.0
2019-01-16T11:29:15Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T11:34:09Z,air_carbon_dioxide_ppm,T6713-Top,501.0
2019-01-16T11:34:15Z,air_humidity_percent,SHT25-Top,13.0
2019-01-16T11:34:16Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T11:39:11Z,air_humidity_percent,SHT25-Top,13.0
2019-01-16T11:39:14Z,air_carbon_dioxide_ppm,T6713-Top,488.0
2019-01-16T11:39:15Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T11:44:12Z,air_carbon_dioxide_ppm,T6713-Top,487.0
2019-01-16T11:44:15Z,air_temperature_celcius,SHT25-Top,30.0
2019-01-16T11:44:19Z,air_humidity_percent,SHT25-Top,12.0
2019-01-16T11:49:15Z,air_humidity_percent,SHT25-Top,13.0
2019-01-16T11:49:15Z,air_carbon_dioxide_ppm,T6713-Top,466.0
2019-01-16T11:49:17Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T11:54:13Z,air_humidity_percent,SHT25-Top,13.0
