time_utc,var,name,value
2019-01-16T10:24:02Z,air_carbon_dioxide_ppm,T6713-Top,438.0
2019-01-16T10:24:06Z,air_humidity_percent,SHT25-Top,35.0
2019-01-16T10:24:09Z,air_temperature_celcius,SHT25-Top,24.0
2019-01-16T10:29:04Z,air_humidity_percent,SHT25-Top,34.0
2019-01-16T10:29:08Z,air_temperature_celcius,SHT25-Top,25.0
2019-01-16T10:29:11Z,air_carbon_dioxide_ppm,T6713-Top,363.0
2019-01-16T10:34:02Z,air_humidity_percent,SHT25-Top,34.0
2019-01-16T10:34:10Z,air_temperature_celcius,SHT25-Top,25.0
2019-01-16T10:34:13Z,air_carbon_dioxide_ppm,T6713-Top,351.0
2019-01-16T10:39:03Z,air_carbon_dioxide_ppm,T6713-Top,553.0
2019-01-16T10:39:05Z,air_temperature_celcius,SHT25-Top,24.0
2019-01-16T10:39:09Z,air_humidity_percent,SHT25-Top,36.0
2019-01-16T10:44:06Z,air_carbon_dioxide_ppm,T6713-Top,359.0
2019-01-16T10:44:17Z,air_temperature_celcius,SHT25-Top,25.0
2019-01-16T10:44:19Z,air_humidity_percent,SHT25-Top,33.0
2019-01-16T10:49:06Z,air_temperature_celcius,SHT25-Top,25.0
2019-01-16T10:49:10Z,air_carbon_dioxide_ppm,T6713-Top,349.0
2019-01-16T10:49:13Z,air_humidity_percent,SHT25-Top,31.0
2019-01-16T10:54:04Z,air_temperature_celcius,SHT25-Top,26.0
2019-01-16T10:54:06Z,air_humidity_percent,SHT25-Top,32.0
2019-01-16T10:54:12Z,air_carbon_dioxide_ppm,T6713-Top,364.0
2019-01-16T10:59:05Z,air_temperature_celcius,SHT25-Top,26.0
2019-01-16T10:59:07Z,air_humidity_percent,SHT25-Top,31.0
2019-01-16T10:59:10Z,air_carbon_dioxide_ppm,T6713-Top,346.0
2019-01-16T11:04:04Z,air_humidity_percent,SHT25-Top,29.0
2019-01-16T11:04:06Z,air_temperature_celcius,SHT25-Top,26.0
2019-01-16T11:04:10Z,air_carbon_dioxide_ppm,T6713-Top,343.0
2019-01-16T11:09:07Z,air_temperature_celcius,SHT25-Top,27.0
2019-01-16T11:09:13Z,air_carbon_dioxide_ppm,T6713-Top,491.0
2019-01-16T11:09:15Z,air_humidity_percent,SHT25-Top,30.0
2019-01-16T11:14:11Z,air_carbon_dioxide_ppm,T6713-Top,358.0
2019-01-16T11:14:15Z,air_humidity_percent,SHT25-Top,20.0
2019-01-16T11:14:15Z,air_temperature_celcius,SHT25-Top,27.0
2019-01-16T11:19:06Z,air_temperature_celcius,SHT25-Top,28.0
2019-01-16T11:19:13Z,air_carbon_dioxide_ppm,T6713-Top,332.0
2019-01-16T11:19:20Z,air_humidity_percent,SHT25-Top,18.0
2019-01-16T11:24:09Z,air_temperature_celcius,SHT25-Top,28.0
2019-01-16T11:24:14Z,air_humidity_percent,SHT25-Top,18.0
2019-01-16T11:24:16Z,air_carbon_dioxide_ppm,T6713-Top,329.0
2019-01-16T11:29:07Z,air_humidity_percent,SHT25-Top,20.0
2019-01-16T11:29:12Z,air_temperature_celcius,SHT25-Top,28.0
2019-01-16T11:29:13Z,air_carbon_dioxide_ppm,T6713-Top,324.0
2019-01-16T11:34:07Z,air_carbon_dioxide_ppm,T6713-Top,417.0
2019-01-16T11:34:09Z,air_temperature_celcius,SHT25-Top,28.0
2019-01-16T11:34:12Z,air_humidity_percent,SHT25-Top,20.0
2019-01-16T11:39:07Z,air_humidity_percent,SHT25-Top,19.0
2019-01-16T11:39:10Z,air_temperature_celcius,SHT25-Top,28.0
2019-01-16T11:39:14Z,air_carbon_dioxide_ppm,T6713-Top,376.0
2019-01-16T12:19:10Z,air_humidity_percent,SHT25-Top,17.0
2019-01-16T12:19:12Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T12:19:21Z,air_carbon_dioxide_ppm,T6713-Top,289.0
2019-01-16T12:24:11Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T12:24:17Z,air_carbon_dioxide_ppm,T6713-Top,281.0
2019-01-16T12:24:19Z,air_humidity_percent,SHT25-Top,16.0
2019-01-16T12:29:17Z,air_humidity_percent,SHT25-Top,17.0
2019-01-16T12:29:19Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T12:29:21Z,air_carbon_dioxide_ppm,T6713-Top,286.0
2019-01-16T12:34:11Z,air_humidity_percent,SHT25-Top,17.0
2019-01-16T12:34:11Z,air_carbon_dioxide_ppm,T6713-Top,283.0
2019-01-16T12:34:12Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T12:39:10Z,air_carbon_dioxide_ppm,T6713-Top,283.0
2019-01-16T12:39:15Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T12:39:17Z,air_humidity_percent,SHT25-Top,17.0
2019-01-16T12:44:13Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T12:44:17Z,air_carbon_dioxide_ppm,T6713-Top,297.0
2019-01-16T12:44:18Z,air_humidity_percent,SHT25-Top,17.0
2019-01-16T12:49:13Z,air_carbon_dioxide_ppm,T6713-Top,283.0
2019-01-16T12:49:16Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T12:49:19Z,air_humidity_percent,SHT25-Top,17.0
2019-01-16T12:54:14Z,air_humidity_percent,SHT25-Top,16.0
2019-01-16T12:54:17Z,air_carbon_dioxide_ppm,T6713-Top,277.0
2019-01-16T12:54:18Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T12:59:15Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T12:59:18Z,air_carbon_dioxide_ppm,T6713-Top,281.0
2019-01-16T12:59:21Z,air_humidity_percent,SHT25-Top,17.0
2019-01-16T13:04:14Z,air_humidity_percent,SHT25-Top,16.0
2019-01-16T13:04:15Z,air_carbon_dioxide_ppm,T6713-Top,279.0
2019-01-16T13:04:21Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T13:09:13Z,air_humidity_percent,SHT25-Top,16.0
2019-01-16T13:09:13Z,air_temperature_celcius,SHT25-Top,29.0
2019-01-16T13:09:18Z,air_carbon_dioxide_ppm,T6713-Top,272.0
